query_id,warehouse_name,user_name,role_name,start_time,end_time,total_elapsed_ms,bytes_scanned,rows_produced,query_text
Q16-032,WH_ANALYTICS,chloe,SYSADMIN,2024-01-17T08:56:00,2024-01-17T08:56:01.979000,1979,7576133,2044,"select region, sum(revenue) from revenue group by 1"
Q16-033,WH_FINOPS,frank,TEMP_ROLE,2024-01-17T15:38:00,2024-01-17T15:38:00.752000,752,183144,3851,select * from sessions where user_id = 'frank' limit 100
Q16-034,WH_INGEST,diego,TEMP_ROLE,2024-01-17T23:26:00,2024-01-17T23:26:01.788000,1788,6443986,3477,select * from inventory where updated_at >= '2024-01-17'
Q16-035,WH_INGEST,ava,SYSADMIN,2024-01-17T19:00:00,2024-01-17T19:00:00.531000,531,884304,2736,select * from sessions where user_id = 'ava' limit 100
Q16-036,WH_SCIENCE,ellen,DATA_ENGINEER,2024-01-17T22:53:00,2024-01-17T22:53:00.422000,422,99942,2087,select * from inventory where updated_at >= '2024-01-17'
Q16-037,WH_FINOPS,chloe,SECURITY,2024-01-17T13:28:00,2024-01-17T13:28:03.088000,3088,2228589,4593,select count(*) from sales where order_date >= '2024-01-17'
Q16-038,WH_FINOPS,chloe,ANALYST,2024-01-17T05:47:00,2024-01-17T05:47:04.176000,4176,8278480,2788,create temporary table stage_16 as select * from raw_events
Q16-039,WH_ANALYTICS,chloe,SYSADMIN,2024-01-17T18:06:00,2024-01-17T18:06:03.596000,3596,2388937,2143,select count(*) from sales where order_date >= '2024-01-17'
Q16-040,WH_INGEST,ben,SYSADMIN,2024-01-17T17:02:00,2024-01-17T17:02:02.351000,2351,6059733,3533,"select region, sum(revenue) from revenue group by 1"
Q16-041,WH_INGEST,chloe,FINOPS,2024-01-17T17:38:00,2024-01-17T17:38:02.614000,2614,7321097,1361,"select region, sum(revenue) from revenue group by 1"
Q16-042,WH_SCIENCE,ellen,ANALYST,2024-01-17T22:26:00,2024-01-17T22:26:03.654000,3654,902920,1557,select * from sessions where user_id = 'ellen' limit 100
Q16-043,WH_CORE,ben,ANALYST,2024-01-17T01:13:00,2024-01-17T01:13:03.902000,3902,4375833,1349,create temporary table stage_16 as select * from raw_events
Q16-044,WH_SCIENCE,diego,SYSADMIN,2024-01-17T01:23:00,2024-01-17T01:23:03.666000,3666,5991414,4604,create temporary table stage_16 as select * from raw_events
Q16-045,WH_SCIENCE,ava,SECURITY,2024-01-17T05:03:00,2024-01-17T05:03:01.062000,1062,5875386,776,select * from sessions where user_id = 'ava' limit 100
Q16-046,WH_INGEST,ben,ANALYST,2024-01-17T17:21:00,2024-01-17T17:21:02.284000,2284,3573416,4790,select count(*) from sales where order_date >= '2024-01-17'
Q16-047,WH_FINOPS,ben,FINOPS,2024-01-17T14:12:00,2024-01-17T14:12:00.679000,679,4139836,4090,select count(*) from sales where order_date >= '2024-01-17'
Q16-048,WH_INGEST,chloe,SYSADMIN,2024-01-17T23:15:00,2024-01-17T23:15:01.049000,1049,6623071,3070,select * from inventory where updated_at >= '2024-01-17'
Q16-049,WH_CORE,ben,DATA_ENGINEER,2024-01-17T00:59:00,2024-01-17T00:59:00.714000,714,7731431,3940,create temporary table stage_16 as select * from raw_events
Q16-050,WH_INGEST,frank,FINOPS,2024-01-17T00:11:00,2024-01-17T00:11:02.748000,2748,745630,3721,"select region, sum(revenue) from revenue group by 1"
Q16-051,WH_FINOPS,ben,ANALYST,2024-01-17T01:39:00,2024-01-17T01:39:02.367000,2367,5431907,464,select count(*) from sales where order_date >= '2024-01-17'
Q16-052,WH_FINOPS,diego,FINOPS,2024-01-17T03:09:00,2024-01-17T03:09:03.317000,3317,4290939,1468,select * from sessions where user_id = 'diego' limit 100
Q16-053,WH_SCIENCE,ava,SYSADMIN,2024-01-17T07:06:00,2024-01-17T07:06:01.384000,1384,6527997,3306,"select region, sum(revenue) from revenue group by 1"
Q16-054,WH_ANALYTICS,chloe,SYSADMIN,2024-01-17T16:45:00,2024-01-17T16:45:03.591000,3591,5212636,4953,select * from sessions where user_id = 'chloe' limit 100
Q16-055,WH_INGEST,ava,TEMP_ROLE,2024-01-17T12:32:00,2024-01-17T12:32:04.249000,4249,3363283,4020,create temporary table stage_16 as select * from raw_events
Q16-056,WH_SCIENCE,chloe,SECURITY,2024-01-17T19:13:00,2024-01-17T19:13:03.515000,3515,1523679,3471,"select region, sum(revenue) from revenue group by 1"
Q16-057,WH_FINOPS,diego,ANALYST,2024-01-17T21:31:00,2024-01-17T21:31:03.539000,3539,1569399,341,select * from inventory where updated_at >= '2024-01-17'
Q16-058,WH_INGEST,frank,SECURITY,2024-01-17T07:39:00,2024-01-17T07:39:01.320000,1320,8320128,4329,select * from inventory where updated_at >= '2024-01-17'
Q16-059,WH_CORE,diego,DATA_ENGINEER,2024-01-17T14:55:00,2024-01-17T14:55:00.698000,698,8022989,2470,select * from sessions where user_id = 'diego' limit 100
Q17-000,WH_ANALYTICS,chloe,TEMP_ROLE,2024-01-18T08:29:00,2024-01-18T08:29:04.335000,4335,7186148,2430,select * from inventory where updated_at >= '2024-01-18'
Q17-001,WH_CORE,ava,FINOPS,2024-01-18T01:32:00,2024-01-18T01:32:04.255000,4255,1815768,4193,create temporary table stage_17 as select * from raw_events
Q17-002,WH_SCIENCE,diego,SYSADMIN,2024-01-18T22:33:00,2024-01-18T22:33:02.125000,2125,5973589,2097,select * from inventory where updated_at >= '2024-01-18'
Q17-003,WH_CORE,ava,FINOPS,2024-01-18T03:53:00,2024-01-18T03:53:03.841000,3841,3022385,1502,create temporary table stage_17 as select * from raw_events
Q17-004,WH_CORE,diego,SYSADMIN,2024-01-18T10:09:00,2024-01-18T10:09:02.621000,2621,7643602,3695,select * from inventory where updated_at >= '2024-01-18'
Q17-005,WH_INGEST,ben,DATA_ENGINEER,2024-01-18T07:12:00,2024-01-18T07:12:01.566000,1566,1322322,4958,"select region, sum(revenue) from revenue group by 1"
Q17-006,WH_CORE,ellen,SECURITY,2024-01-18T00:36:00,2024-01-18T00:36:00.097000,97,6635890,965,select count(*) from sales where order_date >= '2024-01-18'
Q17-007,WH_ANALYTICS,diego,TEMP_ROLE,2024-01-18T15:42:00,2024-01-18T15:42:03.368000,3368,8175848,2490,select * from inventory where updated_at >= '2024-01-18'
Q17-008,WH_FINOPS,frank,DATA_ENGINEER,2024-01-18T22:59:00,2024-01-18T22:59:03.285000,3285,5087736,727,select * from sessions where user_id = 'frank' limit 100
Q17-009,WH_ANALYTICS,ben,SYSADMIN,2024-01-18T03:49:00,2024-01-18T03:49:00.180000,180,3167826,229,select * from sessions where user_id = 'ben' limit 100
Q17-010,WH_SCIENCE,ben,TEMP_ROLE,2024-01-18T22:10:00,2024-01-18T22:10:02.030000,2030,7321317,4422,select * from sessions where user_id = 'ben' limit 100
Q17-011,WH_CORE,diego,DATA_ENGINEER,2024-01-18T05:03:00,2024-01-18T05:03:03.932000,3932,7087958,188,select count(*) from sales where order_date >= '2024-01-18'
Q17-012,WH_ANALYTICS,frank,ANALYST,2024-01-18T15:11:00,2024-01-18T15:11:04.023000,4023,7920276,170,create temporary table stage_17 as select * from raw_events
Q17-013,WH_FINOPS,ben,ANALYST,2024-01-18T10:03:00,2024-01-18T10:03:03.259000,3259,864332,2744,select count(*) from sales where order_date >= '2024-01-18'
Q17-014,WH_CORE,frank,TEMP_ROLE,2024-01-18T14:44:00,2024-01-18T14:44:03.455000,3455,8326519,4750,select * from inventory where updated_at >= '2024-01-18'
Q17-015,WH_FINOPS,ava,DATA_ENGINEER,2024-01-18T16:38:00,2024-01-18T16:38:03.324000,3324,8165420,4215,select * from inventory where updated_at >= '2024-01-18'
Q17-016,WH_FINOPS,diego,TEMP_ROLE,2024-01-18T07:54:00,2024-01-18T07:54:00.547000,547,8873551,165,create temporary table stage_17 as select * from raw_events
Q17-017,WH_FINOPS,ellen,DATA_ENGINEER,2024-01-18T02:10:00,2024-01-18T02:10:02.244000,2244,7008405,3887,select count(*) from sales where order_date >= '2024-01-18'
Q17-018,WH_SCIENCE,frank,FINOPS,2024-01-18T11:50:00,2024-01-18T11:50:03.722000,3722,7328725,180,select * from sessions where user_id = 'frank' limit 100
Q17-019,WH_INGEST,ben,TEMP_ROLE,2024-01-18T16:01:00,2024-01-18T16:01:02.866000,2866,7360277,1911,select * from inventory where updated_at >= '2024-01-18'
Q17-020,WH_ANALYTICS,frank,FINOPS,2024-01-18T11:34:00,2024-01-18T11:34:03.887000,3887,2210475,2413,create temporary table stage_17 as select * from raw_events
Q17-021,WH_SCIENCE,frank,TEMP_ROLE,2024-01-18T12:17:00,2024-01-18T12:17:03.919000,3919,2728341,1707,"select region, sum(revenue) from revenue group by 1"
Q17-022,WH_CORE,diego,TEMP_ROLE,2024-01-18T04:24:00,2024-01-18T04:24:01.469000,1469,3356789,1290,select * from inventory where updated_at >= '2024-01-18'
Q17-023,WH_SCIENCE,diego,SYSADMIN,2024-01-18T16:51:00,2024-01-18T16:51:02.537000,2537,3947929,1725,select * from inventory where updated_at >= '2024-01-18'
Q17-024,WH_CORE,chloe,SYSADMIN,2024-01-18T08:54:00,2024-01-18T08:54:02.974000,2974,2670958,1441,select * from inventory where updated_at >= '2024-01-18'
Q17-025,WH_CORE,chloe,SYSADMIN,2024-01-18T14:41:00,2024-01-18T14:41:00.983000,983,3813231,998,select * from inventory where updated_at >= '2024-01-18'
Q17-026,WH_ANALYTICS,chloe,SECURITY,2024-01-18T11:36:00,2024-01-18T11:36:02.960000,2960,793099,4573,"select region, sum(revenue) from revenue group by 1"
Q17-027,WH_ANALYTICS,ellen,TEMP_ROLE,2024-01-18T20:37:00,2024-01-18T20:37:00.903000,903,855941,3596,create temporary table stage_17 as select * from raw_events
Q17-028,WH_CORE,ellen,SYSADMIN,2024-01-18T20:48:00,2024-01-18T20:48:00.884000,884,714130,4165,select count(*) from sales where order_date >= '2024-01-18'
Q17-029,WH_ANALYTICS,ava,TEMP_ROLE,2024-01-18T07:00:00,2024-01-18T07:00:03.012000,3012,2644568,2403,create temporary table stage_17 as select * from raw_events
Q17-030,WH_FINOPS,frank,SECURITY,2024-01-18T03:23:00,2024-01-18T03:23:01.313000,1313,6112492,2751,select * from sessions where user_id = 'frank' limit 100
Q17-031,WH_CORE,diego,ANALYST,2024-01-18T14:11:00,2024-01-18T14:11:00.103000,103,4125720,3890,"select region, sum(revenue) from revenue group by 1"
Q17-032,WH_INGEST,ben,FINOPS,2024-01-18T02:54:00,2024-01-18T02:54:02.229000,2229,6258445,3409,"select region, sum(revenue) from revenue group by 1"
Q17-033,WH_ANALYTICS,ellen,ANALYST,2024-01-18T14:23:00,2024-01-18T14:23:01.919000,1919,2325160,3522,create temporary table stage_17 as select * from raw_events
Q17-034,WH_SCIENCE,ellen,SECURITY,2024-01-18T23:17:00,2024-01-18T23:17:03.013000,3013,509339,3635,select * from sessions where user_id = 'ellen' limit 100
Q17-035,WH_CORE,ellen,TEMP_ROLE,2024-01-18T02:22:00,2024-01-18T02:22:00.744000,744,5685793,2588,create temporary table stage_17 as select * from raw_events
Q17-036,WH_ANALYTICS,ava,SECURITY,2024-01-18T13:25:00,2024-01-18T13:25:00.353000,353,2542555,4716,select count(*) from sales where order_date >= '2024-01-18'
Q17-037,WH_FINOPS,diego,DATA_ENGINEER,2024-01-18T13:43:00,2024-01-18T13:43:02.543000,2543,5272932,2829,select count(*) from sales where order_date >= '2024-01-18'
Q17-038,WH_INGEST,ellen,FINOPS,2024-01-18T05:00:00,2024-01-18T05:00:03.359000,3359,7495810,1690,select * from inventory where updated_at >= '2024-01-18'
Q17-039,WH_FINOPS,frank,FINOPS,2024-01-18T15:05:00,2024-01-18T15:05:02.878000,2878,6796479,1626,"select region, sum(revenue) from revenue group by 1"
Q17-040,WH_CORE,ellen,SYSADMIN,2024-01-18T11:25:00,2024-01-18T11:25:03.244000,3244,2124023,4273,select * from inventory where updated_at >= '2024-01-18'
Q17-041,WH_INGEST,ava,ANALYST,2024-01-18T17:27:00,2024-01-18T17:27:02.607000,2607,8756564,2801,select * from sessions where user_id = 'ava' limit 100
Q17-042,WH_CORE,ellen,SYSADMIN,2024-01-18T20:13:00,2024-01-18T20:13:02.169000,2169,4059009,2499,create temporary table stage_17 as select * from raw_events
Q17-043,WH_FINOPS,frank,SYSADMIN,2024-01-18T02:02:00,2024-01-18T02:02:03.105000,3105,4367990,4167,"select region, sum(revenue) from revenue group by 1"
Q17-044,WH_CORE,frank,SYSADMIN,2024-01-18T04:15:00,2024-01-18T04:15:03.726000,3726,5008957,4699,select count(*) from sales where order_date >= '2024-01-18'
Q17-045,WH_SCIENCE,ben,DATA_ENGINEER,2024-01-18T19:51:00,2024-01-18T19:51:04.418000,4418,3933148,2879,"select region, sum(revenue) from revenue group by 1"
Q17-046,WH_INGEST,frank,TEMP_ROLE,2024-01-18T19:33:00,2024-01-18T19:33:01.196000,1196,6346179,4267,select * from sessions where user_id = 'frank' limit 100
Q17-047,WH_CORE,ellen,DATA_ENGINEER,2024-01-18T19:52:00,2024-01-18T19:52:01.627000,1627,6071063,3731,select count(*) from sales where order_date >= '2024-01-18'
Q17-048,WH_ANALYTICS,diego,TEMP_ROLE,2024-01-18T14:03:00,2024-01-18T14:03:00.721000,721,1557674,519,create temporary table stage_17 as select * from raw_events
Q17-049,WH_ANALYTICS,ben,SECURITY,2024-01-18T15:13:00,2024-01-18T15:13:00.689000,689,6205728,4321,create temporary table stage_17 as select * from raw_events
Q17-050,WH_FINOPS,ellen,FINOPS,2024-01-18T13:28:00,2024-01-18T13:28:02.210000,2210,8378933,3478,create temporary table stage_17 as select * from raw_events
Q17-051,WH_SCIENCE,diego,TEMP_ROLE,2024-01-18T05:33:00,2024-01-18T05:33:01.232000,1232,8495679,1051,create temporary table stage_17 as select * from raw_events
Q17-052,WH_SCIENCE,frank,ANALYST,2024-01-18T17:31:00,2024-01-18T17:31:04.384000,4384,1990687,1751,create temporary table stage_17 as select * from raw_events
Q17-053,WH_SCIENCE,frank,SYSADMIN,2024-01-18T05:21:00,2024-01-18T05:21:03.075000,3075,2002563,4938,create temporary table stage_17 as select * from raw_events
Q17-054,WH_CORE,chloe,SYSADMIN,2024-01-18T19:30:00,2024-01-18T19:30:02.422000,2422,685822,4292,select * from sessions where user_id = 'chloe' limit 100
Q17-055,WH_CORE,chloe,DATA_ENGINEER,2024-01-18T12:46:00,2024-01-18T12:46:02.534000,2534,4942187,3990,select count(*) from sales where order_date >= '2024-01-18'
Q17-056,WH_ANALYTICS,ellen,ANALYST,2024-01-18T14:23:00,2024-01-18T14:23:00.448000,448,5129801,2332,select * from sessions where user_id = 'ellen' limit 100
Q17-057,WH_ANALYTICS,diego,TEMP_ROLE,2024-01-18T00:04:00,2024-01-18T00:04:01.052000,1052,5859358,563,select count(*) from sales where order_date >= '2024-01-18'
Q17-058,WH_SCIENCE,ellen,SECURITY,2024-01-18T10:34:00,2024-01-18T10:34:03.755000,3755,5677733,3100,create temporary table stage_17 as select * from raw_events
Q17-059,WH_FINOPS,ben,ANALYST,2024-01-18T17:13:00,2024-01-18T17:13:03.825000,3825,7558562,3688,select * from sessions where user_id = 'ben' limit 100
Q18-000,WH_INGEST,ellen,SYSADMIN,2024-01-19T22:40:00,2024-01-19T22:40:03.405000,3405,6506727,1917,create temporary table stage_18 as select * from raw_events
Q18-001,WH_INGEST,ava,FINOPS,2024-01-19T22:53:00,2024-01-19T22:53:03.679000,3679,4663581,735,select * from sessions where user_id = 'ava' limit 100
Q18-002,WH_CORE,frank,FINOPS,2024-01-19T10:32:00,2024-01-19T10:32:01.064000,1064,1438614,1586,select * from inventory where updated_at >= '2024-01-19'
Q18-003,WH_FINOPS,ava,FINOPS,2024-01-19T19:27:00,2024-01-19T19:27:04.324000,4324,3187535,3908,select * from inventory where updated_at >= '2024-01-19'
Q18-004,WH_CORE,frank,SYSADMIN,2024-01-19T18:09:00,2024-01-19T18:09:01.522000,1522,328323,2262,select * from sessions where user_id = 'frank' limit 100
Q18-005,WH_ANALYTICS,ellen,TEMP_ROLE,2024-01-19T15:09:00,2024-01-19T15:09:00.743000,743,8961380,4981,"select region, sum(revenue) from revenue group by 1"
Q18-006,WH_SCIENCE,ava,FINOPS,2024-01-19T16:46:00,2024-01-19T16:46:00.240000,240,5713524,3590,select * from sessions where user_id = 'ava' limit 100
Q18-007,WH_SCIENCE,ellen,SYSADMIN,2024-01-19T10:49:00,2024-01-19T10:49:03.179000,3179,4324727,755,select count(*) from sales where order_date >= '2024-01-19'
Q18-008,WH_CORE,ben,FINOPS,2024-01-19T09:44:00,2024-01-19T09:44:01.229000,1229,3074676,2103,select count(*) from sales where order_date >= '2024-01-19'
Q18-009,WH_ANALYTICS,diego,DATA_ENGINEER,2024-01-19T23:09:00,2024-01-19T23:09:01.436000,1436,998408,2674,select * from sessions where user_id = 'diego' limit 100
Q18-010,WH_CORE,ava,TEMP_ROLE,2024-01-19T10:10:00,2024-01-19T10:10:03.244000,3244,1666653,2631,select * from sessions where user_id = 'ava' limit 100
Q18-011,WH_SCIENCE,chloe,DATA_ENGINEER,2024-01-19T12:49:00,2024-01-19T12:49:01.040000,1040,880370,1669,select * from sessions where user_id = 'chloe' limit 100
Q18-012,WH_FINOPS,ben,FINOPS,2024-01-19T16:49:00,2024-01-19T16:49:04.216000,4216,8472784,3164,select count(*) from sales where order_date >= '2024-01-19'
Q18-013,WH_INGEST,chloe,SYSADMIN,2024-01-19T15:51:00,2024-01-19T15:51:03.384000,3384,1108206,3976,select count(*) from sales where order_date >= '2024-01-19'
Q18-014,WH_SCIENCE,ben,TEMP_ROLE,2024-01-19T00:38:00,2024-01-19T00:38:02.254000,2254,1713045,2027,select * from inventory where updated_at >= '2024-01-19'
Q18-015,WH_ANALYTICS,ellen,DATA_ENGINEER,2024-01-19T13:53:00,2024-01-19T13:53:03.703000,3703,1417748,4109,select * from sessions where user_id = 'ellen' limit 100
Q18-016,WH_ANALYTICS,ellen,DATA_ENGINEER,2024-01-19T05:44:00,2024-01-19T05:44:02.058000,2058,7119386,4557,create temporary table stage_18 as select * from raw_events
Q18-017,WH_CORE,diego,SYSADMIN,2024-01-19T21:11:00,2024-01-19T21:11:02.419000,2419,2818198,14,select count(*) from sales where order_date >= '2024-01-19'
Q18-018,WH_SCIENCE,ellen,DATA_ENGINEER,2024-01-19T08:33:00,2024-01-19T08:33:03.164000,3164,5905814,1752,select * from inventory where updated_at >= '2024-01-19'
Q18-019,WH_FINOPS,ava,DATA_ENGINEER,2024-01-19T05:30:00,2024-01-19T05:30:04.425000,4425,1183318,2472,select count(*) from sales where order_date >= '2024-01-19'
Q18-020,WH_SCIENCE,ava,TEMP_ROLE,2024-01-19T04:46:00,2024-01-19T04:46:02.339000,2339,7257127,1737,select * from inventory where updated_at >= '2024-01-19'
Q18-021,WH_FINOPS,frank,DATA_ENGINEER,2024-01-19T11:41:00,2024-01-19T11:41:02.191000,2191,7605349,2246,select * from sessions where user_id = 'frank' limit 100
Q18-022,WH_INGEST,ben,DATA_ENGINEER,2024-01-19T15:41:00,2024-01-19T15:41:02.740000,2740,276331,1105,select count(*) from sales where order_date >= '2024-01-19'
Q18-023,WH_FINOPS,ava,SECURITY,2024-01-19T00:19:00,2024-01-19T00:19:01.471000,1471,6941725,4563,create temporary table stage_18 as select * from raw_events
Q18-024,WH_SCIENCE,ava,FINOPS,2024-01-19T22:09:00,2024-01-19T22:09:00.685000,685,529213,3656,select count(*) from sales where order_date >= '2024-01-19'
Q18-025,WH_INGEST,ellen,SECURITY,2024-01-19T12:13:00,2024-01-19T12:13:03.218000,3218,2982698,79,select count(*) from sales where order_date >= '2024-01-19'
Q18-026,WH_SCIENCE,ben,DATA_ENGINEER,2024-01-19T15:10:00,2024-01-19T15:10:00.126000,126,3726501,172,"select region, sum(revenue) from revenue group by 1"
Q18-027,WH_INGEST,ava,ANALYST,2024-01-19T20:56:00,2024-01-19T20:56:02.533000,2533,3720242,1929,create temporary table stage_18 as select * from raw_events
Q18-028,WH_INGEST,chloe,SYSADMIN,2024-01-19T16:49:00,2024-01-19T16:49:01.762000,1762,129712,1616,create temporary table stage_18 as select * from raw_events
Q18-029,WH_CORE,ellen,DATA_ENGINEER,2024-01-19T17:04:00,2024-01-19T17:04:04.096000,4096,2870131,4530,select * from sessions where user_id = 'ellen' limit 100
Q18-030,WH_FINOPS,frank,TEMP_ROLE,2024-01-19T20:34:00,2024-01-19T20:34:01.487000,1487,1106569,4828,select * from sessions where user_id = 'frank' limit 100
Q18-031,WH_CORE,chloe,ANALYST,2024-01-19T19:27:00,2024-01-19T19:27:01.917000,1917,8785825,2257,select * from sessions where user_id = 'chloe' limit 100
Q18-032,WH_CORE,frank,TEMP_ROLE,2024-01-19T18:11:00,2024-01-19T18:11:02.121000,2121,7625616,26,create temporary table stage_18 as select * from raw_events
Q18-033,WH_CORE,diego,DATA_ENGINEER,2024-01-19T13:53:00,2024-01-19T13:53:02.294000,2294,2052084,4255,create temporary table stage_18 as select * from raw_events
Q18-034,WH_SCIENCE,ellen,DATA_ENGINEER,2024-01-19T01:29:00,2024-01-19T01:29:01.889000,1889,797936,2286,create temporary table stage_18 as select * from raw_events
Q18-035,WH_FINOPS,chloe,SECURITY,2024-01-19T00:10:00,2024-01-19T00:10:03.260000,3260,3274982,2751,select count(*) from sales where order_date >= '2024-01-19'
Q18-036,WH_FINOPS,frank,SYSADMIN,2024-01-19T07:42:00,2024-01-19T07:42:03.521000,3521,1258902,2057,select * from sessions where user_id = 'frank' limit 100
Q18-037,WH_ANALYTICS,chloe,DATA_ENGINEER,2024-01-19T02:08:00,2024-01-19T02:08:00.842000,842,477627,3941,create temporary table stage_18 as select * from raw_events
Q18-038,WH_CORE,frank,FINOPS,2024-01-19T11:24:00,2024-01-19T11:24:02.101000,2101,4156548,893,create temporary table stage_18 as select * from raw_events
Q18-039,WH_ANALYTICS,ava,DATA_ENGINEER,2024-01-19T11:23:00,2024-01-19T11:23:04.307000,4307,3981899,607,select * from inventory where updated_at >= '2024-01-19'
Q18-040,WH_FINOPS,ava,SECURITY,2024-01-19T21:20:00,2024-01-19T21:20:03.707000,3707,2104239,710,select count(*) from sales where order_date >= '2024-01-19'
Q18-041,WH_CORE,chloe,SECURITY,2024-01-19T23:40:00,2024-01-19T23:40:00.582000,582,2149695,517,create temporary table stage_18 as select * from raw_events
Q18-042,WH_CORE,ellen,DATA_ENGINEER,2024-01-19T21:22:00,2024-01-19T21:22:03.587000,3587,1113777,844,select count(*) from sales where order_date >= '2024-01-19'
Q18-043,WH_FINOPS,chloe,SYSADMIN,2024-01-19T13:01:00,2024-01-19T13:01:03.340000,3340,1617764,3377,select * from sessions where user_id = 'chloe' limit 100
Q18-044,WH_FINOPS,ellen,TEMP_ROLE,2024-01-19T00:21:00,2024-01-19T00:21:03.764000,3764,6451109,3812,create temporary table stage_18 as select * from raw_events
Q18-045,WH_FINOPS,ava,FINOPS,2024-01-19T11:35:00,2024-01-19T11:35:00.262000,262,7628143,4247,"select region, sum(revenue) from revenue group by 1"
Q18-046,WH_FINOPS,ava,ANALYST,2024-01-19T03:30:00,2024-01-19T03:30:00.150000,150,1143208,4866,select * from sessions where user_id = 'ava' limit 100
Q18-047,WH_FINOPS,frank,ANALYST,2024-01-19T17:22:00,2024-01-19T17:22:02.149000,2149,5972475,3458,create temporary table stage_18 as select * from raw_events
Q18-048,WH_FINOPS,ben,SECURITY,2024-01-19T08:17:00,2024-01-19T08:17:01.177000,1177,749385,505,select * from sessions where user_id = 'ben' limit 100
Q18-049,WH_INGEST,diego,FINOPS,2024-01-19T17:30:00,2024-01-19T17:30:02.980000,2980,5230872,4791,select * from inventory where updated_at >= '2024-01-19'
Q18-050,WH_ANALYTICS,diego,ANALYST,2024-01-19T10:32:00,2024-01-19T10:32:02.859000,2859,4893242,3031,select count(*) from sales where order_date >= '2024-01-19'
Q18-051,WH_FINOPS,frank,FINOPS,2024-01-19T23:09:00,2024-01-19T23:09:01.234000,1234,971630,1954,select * from inventory where updated_at >= '2024-01-19'
Q18-052,WH_FINOPS,diego,SYSADMIN,2024-01-19T11:44:00,2024-01-19T11:44:01.650000,1650,3371682,1658,select count(*) from sales where order_date >= '2024-01-19'
Q18-053,WH_INGEST,frank,ANALYST,2024-01-19T16:14:00,2024-01-19T16:14:03.878000,3878,5565698,4748,select * from inventory where updated_at >= '2024-01-19'
Q18-054,WH_INGEST,chloe,FINOPS,2024-01-19T14:17:00,2024-01-19T14:17:02.742000,2742,2732606,868,create temporary table stage_18 as select * from raw_events
Q18-055,WH_CORE,ben,SECURITY,2024-01-19T00:07:00,2024-01-19T00:07:01.877000,1877,3873356,3831,select * from inventory where updated_at >= '2024-01-19'
Q18-056,WH_ANALYTICS,diego,ANALYST,2024-01-19T11:18:00,2024-01-19T11:18:03.129000,3129,3454636,3289,select * from sessions where user_id = 'diego' limit 100
Q18-057,WH_CORE,ava,DATA_ENGINEER,2024-01-19T02:31:00,2024-01-19T02:31:02.981000,2981,513611,4554,select count(*) from sales where order_date >= '2024-01-19'
Q18-058,WH_ANALYTICS,diego,DATA_ENGINEER,2024-01-19T06:38:00,2024-01-19T06:38:02.998000,2998,746600,253,select * from sessions where user_id = 'diego' limit 100
Q18-059,WH_ANALYTICS,ben,DATA_ENGINEER,2024-01-19T07:28:00,2024-01-19T07:28:02.196000,2196,2934009,2793,select * from inventory where updated_at >= '2024-01-19'
Q19-000,WH_ANALYTICS,ben,ANALYST,2024-01-20T00:44:00,2024-01-20T00:44:01.492000,1492,4402083,838,select count(*) from sales where order_date >= '2024-01-20'
Q19-001,WH_ANALYTICS,frank,SECURITY,2024-01-20T03:47:00,2024-01-20T03:47:02.822000,2822,3537197,2509,create temporary table stage_19 as select * from raw_events
Q19-002,WH_ANALYTICS,chloe,DATA_ENGINEER,2024-01-20T22:33:00,2024-01-20T22:33:01.453000,1453,8850363,3563,select count(*) from sales where order_date >= '2024-01-20'
Q19-003,WH_CORE,ben,ANALYST,2024-01-20T06:28:00,2024-01-20T06:28:01.620000,1620,8944785,3108,"select region, sum(revenue) from revenue group by 1"
Q19-004,WH_INGEST,diego,FINOPS,2024-01-20T21:42:00,2024-01-20T21:42:02.053000,2053,785026,4821,select * from sessions where user_id = 'diego' limit 100
Q19-005,WH_FINOPS,ben,DATA_ENGINEER,2024-01-20T11:11:00,2024-01-20T11:11:02.074000,2074,903537,2304,select * from sessions where user_id = 'ben' limit 100
Q19-006,WH_FINOPS,diego,FINOPS,2024-01-20T07:08:00,2024-01-20T07:08:00.716000,716,7906486,541,select * from sessions where user_id = 'diego' limit 100
Q19-007,WH_FINOPS,frank,SECURITY,2024-01-20T17:22:00,2024-01-20T17:22:03.115000,3115,8374914,4260,create temporary table stage_19 as select * from raw_events
Q19-008,WH_ANALYTICS,frank,DATA_ENGINEER,2024-01-20T12:45:00,2024-01-20T12:45:04.354000,4354,8118379,4063,create temporary table stage_19 as select * from raw_events
Q19-009,WH_INGEST,diego,FINOPS,2024-01-20T21:46:00,2024-01-20T21:46:00.349000,349,3486232,1808,select * from sessions where user_id = 'diego' limit 100
Q19-010,WH_SCIENCE,diego,ANALYST,2024-01-20T07:27:00,2024-01-20T07:27:02.556000,2556,7140700,3099,select * from inventory where updated_at >= '2024-01-20'
Q19-011,WH_ANALYTICS,chloe,DATA_ENGINEER,2024-01-20T18:47:00,2024-01-20T18:47:00.744000,744,2263688,698,"select region, sum(revenue) from revenue group by 1"
Q19-012,WH_SCIENCE,chloe,FINOPS,2024-01-20T07:51:00,2024-01-20T07:51:00.387000,387,7815651,4206,select * from inventory where updated_at >= '2024-01-20'
Q19-013,WH_INGEST,diego,SECURITY,2024-01-20T15:57:00,2024-01-20T15:57:03.593000,3593,6871089,3020,create temporary table stage_19 as select * from raw_events
